id,userId,eventId,status,grading_status,verified_date,quarter,number_idea_submitted_student,number_idea_submitted_faculty,number_applications_selected,financial_year,event_driven,activity_name,event_type,event_theme,activity_lead,from_date,to_date,days,internal_participant,student_participants,faculty_participants,expenditure_amount,faculty_member,student_member,remark,session_type,video,resolution_report,quarterly_plan,report,photo1,photo2,month,other,otherProgramType,Objective,descriptions,benefit_learning,totalmarks,twitter_url,facebook_url,instagram_url,verified,expected_level,comments,super_evaluator_status,created_date,flag_check,acadmic_year,activity_duration,verifiedBy,status_eval_1,duration,linkedin_url,review_request,Overall Score,Status,Requirements Not Met
351806,IC201810952,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institutions YUKTI Innovation Repository,Level 2 - Competition,Innovation & Design Thinking,,12/21/2024,12/21/2024,0,,40,2,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2505-23052025063938-IC201810952.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6040-23052025063938-IC201810952.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/4233-23052025063938-IC201810952.jpeg,0,,,Foster Creativity & Innovation through Inter institutional competition to solve real world problems.,,"Enhances Creative thinking, Team work & Problem solving skills while promoting Innovation & cross-institutional collaboration.",,0,0,https://www.instagram.com/p/DG_JOXDoY0y/?igsh=MWMxbzduY3BqcWY5aA==,,,,,23-05-2025 12:09,,2024-25,7,,submitted,,0,,56,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images
351817,IC201810952,C24-25240852,Submitted,0,,Quarter II,,,,2024-25,1,"Expert talk on ""Process of Innovation Development & Technology Readiness Level (TRL)"" & ""Commercialization of Lab Technologies & Tech-Transfer""",Level 1 - Expert Talk,Innovation & Design Thinking,,01-04-2025,01-04-2025,0,,35,2,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/8822-23052025064956-IC201810952.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6162-23052025064955-IC201810952.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/1563-23052025064955-IC201810952.jpeg,0,,,"Explore Innovation development, TRL stages, Tech Commercialization from Lab to market Transition.",,"Gain insights into Innovation stages, assess technology readiness & learn skills from commercialization & Tech transfer.",,0,0,https://www.instagram.com/p/DG_JOXDoY0y/?igsh=MWMxbzduY3BqcWY5aA==,,,,,23-05-2025 12:19,,2024-25,2,,submitted,,0,,56,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images
351837,IC201810223,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 1 - Expert Talk,Innovation & Design Thinking,,02/21/2025,02/21/2025,0,2,48,20,0,,,,online,,,,uploads-2024-25/institutes/monthlyReport/report/9973-23052025070631-IC201810223.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9642-23052025070631-IC201810223.png,uploads-2024-25/institutes/monthlyReport/Photograph2/1320-23052025070631-IC201810223.png,0,,,"in quantum mechanics and computational modeling can create new career paths in research, technology.",,Quantum mechanics offers not only academic value but also paves the way for innovative career and entrepreneurial opportunities.,,0,0,0,,,,,23-05-2025 12:36,,2024-25,1,,submitted,,0,,52,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Expert Talk - on Innovation & Design Thinking"". Observed: ""Workshop on Design Thinking, Critical thinking and Innovation Design"". Reason: Content does not semantically align with declared theme; Level matches duration: Level or Duration missing/invalid. Level: , Duration: 1.0h; PDF title matches metadata: PDF title does not match expected: Workshop on Design Thinking, Critical thinking and Innovation Design; Participant info matches: PDF participant information does not match expected (needs 20+ participants); Banner/Poster visible: Banner or poster not visible in images"
351993,IC201811090,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institutions YUKTI Innovation Repository,Level 1 - Mentoring Session,Pre-Incubation & Incubation Management,,12-09-2024,12-09-2024,0,1,50,2,0,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/7518-23052025105414-IC201811090.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5818-23052025105414-IC201811090.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/5168-23052025105414-IC201811090.jpg,0,,,"	To give students brief overview of business ideas and its promotion.",,": To connect students with professional world through networking to explore more opportunities of job, career, certifications and many more.",,https://twitter.com/simcasinhgad/,https://www.facebook.com/simcasinhgad2004,https://www.instagram.com/simcasinhgad/,,,,,23-05-2025 16:24,,2024-25,5,,submitted,,https://www.linkedln.com/simcasinhgad/,,51,Rejected,Expert details present: Expert details not found in PDF; Banner/Poster visible: Banner or poster not visible in images; Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 351992 (SHA256 match)
351998,IC201811090,C24-25240884,Submitted,0,,Quarter II,,,,2024-25,1,Session on Achieving Problem-Solution Fit & Product-Market Fit,Level 1 - Expert Talk,Entrepreneurship & Startup,,08/30/2024,08/30/2024,0,2,100,2,2000,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/6204-23052025105630-IC201811090.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/4405-23052025105629-IC201811090.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/1969-23052025105630-IC201811090.jpg,0,,,"	To make them understand various job profiles available in the Linked-in platform and the correct w",,"A LinkedIn profile can improve your job search by showcasing your skills, education, and accomplishments.",,https://twitter.com/simcasinhgad/,https://www.facebook.com/simcasinhgad2004,https://www.instagram.com/simcasinhgad/,,,,,23-05-2025 16:26,,2024-25,2,,submitted,,https://www.linkedln.com/simcasinhgad/,,50,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Expert Talk - on Entrepreneurship & Startup"". Observed: ""Session on Achieving Problem-Solution Fit & Product-Market Fit"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF title does not match expected: Session on Achieving Problem-Solution Fit & Product-Market Fit; Participant info matches: PDF participant information does not match expected (needs 20+ participants); Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 351993 (SHA256 match)"
352024,IC201810260,C24-25240889,Submitted,0,,Quarter II,,,,2024-25,1,Organize an Inter/Intra Institutional Innovation Competition/Challenge/Hackathon and Reward the Best Innovations and deposition in the Institutions YUKTI Innovation Repository,Level 4 - Competition/Hackathon,IPR & Technology Transfer,Institute Council,03/23/2025,03/24/2025,1,0,40,8,8000,,,,offline,https://www.instagram.com/p/DHIWks_S1vD/?igsh=MTJ1djIyb3dwZG5iaA==,,,uploads-2024-25/institutes/monthlyReport/report/2455-21062025112019-IC201810260.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3599-23052025122709-IC201810260.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/2610-23052025122709-IC201810260.jpeg,0,,,"new innovators create unique solutions to real worls problems within a limited time,",,"encourage creativity,learning,team work,and technical skill,career growth and prizes",,0,0,https://www.instagram.com/p/DHIWks_S1vD/?igsh=MTJ1djlyb3dwZG5iaA==,,,,,23-05-2025 17:57,,2024-25,24,,submitted,,0,,56,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images
352111,IC201810138,C24-25240850,Submitted,0,,Quarter II,,,,2024-25,1,"Workshop on Design Thinking, Critical thinking and Innovation Design",Level 1 - Expert Talk,Innovation & Design Thinking,,02-12-2025,02-12-2025,0,0,50,8,0,,,nil,offline,https://youtu.be/7Tn9h3BSvSI,,,uploads-2024-25/institutes/monthlyReport/report/1804-24052025053908-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8996-24052025053908-IC201810138.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/1711-24052025053908-IC201810138.jpg,0,,,"?	Identify stakeholder needs and hidden pain-points through observation and active interviewing.",,"?	Produce a stakeholder-insight report that captures at least three latent pain points per user segment, backed by direct quotes or behavioural eviden",,0,https://www.facebook.com/sivanigcs/videos/1051800180224595,0,,,,,24-05-2025 11:09,,2024-25,4,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
352115,IC201810138,C24-25240853,Submitted,0,,Quarter II,,,,2024-25,1,Workshop on Effective Sales and Marketing Strategies for Entrepreneurs /Start-ups,Level 1 - Mentoring Session,Entrepreneurship & Startup,,02/15/2025,02/15/2025,0,0,100,13,,,,,offline,https://youtu.be/bq78KR6f9LI,,,uploads-2024-25/institutes/monthlyReport/report/7355-24052025054305-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1134-24052025054305-IC201810138.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/4010-24052025054305-IC201810138.jpg,0,,,Develop participants ability to convey technical content clearly to both technical and non-technica,,"?	Every team logs roles and contributions from at least two different disciplines and submits a joint reflection describing one collaborative challeng",,0,https://www.facebook.com/sivanigcs/videos/728813839579716,0,,,,,24-05-2025 11:13,,2024-25,4,,submitted,,0,,56,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images
352116,IC201810138,C24-25240885,Submitted,0,,Quarter II,,,,2024-25,1,"Field/Exposure Visit to Pre-incubation units such as AICTE Idea Lab, Fab lab, Makers Space, Design Centers, City MSME clusters, workshops etc.",Level 1 - Exposure Visit,Pre-Incubation & Incubation Management,,12/26/2024,12/26/2024,0,0,35,2,8000,,,nil,offline,https://youtu.be/uTIR6UWDJSQ,,,uploads-2024-25/institutes/monthlyReport/report/3377-24052025055026-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/8306-24052025055026-IC201810138.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3245-24052025055026-IC201810138.jpg,0,,,"?	Observe real-time automation & instrumentation (PLC/SCADA) for process control",,"?	Each student captures screenshots or notes of the live SCADA dashboard and later annotates one PID loop, identifying its process variable, set-point",,0,https://www.facebook.com/sivanigcs/videos/680349811262597,0,,,,,24-05-2025 11:20,,2024-25,2,,submitted,,0,,46,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Exposure Visit - on Pre-Incubation & Incubation Management"". Observed: ""Field/Exposure Visit to Pre-incubation units such as AICTE Idea Lab, Fab lab, Makers Space, Design Centers, City MSME clusters, workshops etc."". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images"
352120,IC201810260,C24-25240888,Submitted,0,,Quarter II,,,,2024-25,1,Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support,Level - 1- Exhibition,Innovation & Design Thinking,Institute Council,03/22/2025,03/22/2025,0,,40,5,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/3214-21062025113305-IC201810260.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/4194-24052025055540-IC201810260.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/7896-24052025055540-IC201810260.jpeg,0,,,"world water day,observed on march 22nd aims to raise awareness about freshwater conservation",,"awareness about water conservation,pollution,and global scarcity,educates water use",,0,0,https://www.instagram.com/p/DHvWNFtSTLP/?igsh=YTZ0aDZrOTNrOWQ5,,,,,24-05-2025 11:25,,2024-25,2,,submitted,,0,,48,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level - - 1- Exhibition - on Innovation & Design Thinking"". Observed: ""Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images"
352121,IC201810138,C24-25240888,Submitted,0,,Quarter II,,,,2024-25,1,Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support,Level 1 - Mentoring Session,Entrepreneurship & Startup,,12/21/2024,12/21/2024,0,0,30,8,2500,,,nil,offline,https://youtu.be/pK9RpB6IqZk,,,uploads-2024-25/institutes/monthlyReport/report/6296-24052025055610-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5001-24052025055610-IC201810138.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/6477-24052025055610-IC201810138.jpg,0,,,"Highlight practical methods and technologies for energy conservation across home, campus, and indust",,"?	Every team logs roles and contributions from at least two different disciplines and submits a joint reflection describing one collaborative challeng",,0,https://www.facebook.com/sivanigcs/videos/2144859452699310,0,,,,,24-05-2025 11:25,,2024-25,4,,submitted,,0,,48,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Mentoring Session - on Entrepreneurship & Startup"". Observed: ""Innovation Showcase: Demo Day/Exhibition/Poster Presentation of Innovations/Prototypes & linkage with Innovation Ambassadors/Experts for Mentorship Support"". Reason: Content does not semantically align with declared theme; PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images"
352125,IC201810138,C24-25240852,Submitted,0,,Quarter II,,,,2024-25,1,"Expert talk on ""Process of Innovation Development & Technology Readiness Level (TRL)"" & ""Commercialization of Lab Technologies & Tech-Transfer""",Level 1 - Expert Talk,Innovation & Design Thinking,,02-04-2025,02-04-2025,0,0,40,6,2000,,,nil,online,https://youtu.be/6Gy3ZyYTjX8,,,uploads-2024-25/institutes/monthlyReport/report/8148-24052025060031-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5879-24052025060031-IC201810138.png,uploads-2024-25/institutes/monthlyReport/Photograph2/4863-24052025060031-IC201810138.png,0,,,"?	Introduce best-practice methods for early-stage idea generation and rapid concept screening",,"?	Teams complete a TRL self-assessment for a sample technology, justifying their TRL rating and listing the data needed to progress to the next level.",,0,https://www.facebook.com/sivanigcs/videos/10006809109381714,0,,,,,24-05-2025 11:30,,2024-25,4,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
352245,IC201810952,C24-25240853,Submitted,0,,Quarter II,,,,2024-25,1,Workshop on Effective Sales and Marketing Strategies for Entrepreneurs /Start-ups,Level 2 - Workshop,Entrepreneurship & Startup,,02/22/2025,02/22/2025,0,,30,2,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/2739-24052025173515-IC201810952.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7891-24052025173515-IC201810952.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/6574-24052025173515-IC201810952.jpeg,0,,,Equip students & entrepreneurship in practical marketing strategies to boost growth & customer reach,,"Build skills in targeting, pitching, digital marketing, customer acquisition & strategic planning for growth",,0,0,https://www.instagram.com/p/DG_JOXDoY0y/?igsh=MWMxbzduY3BqcWY5aA==,,,,,24-05-2025 23:04,,2024-25,6,,submitted,,0,,41,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 351817 (SHA256 match)
352278,IC201810952,C24-25246011,Submitted,0,,Quarter III,,,,2024-25,1,B-Plan Pitch: Demo Day/Exhibition of Business Plans & linkage with Innovation Ambassadors/Experts for Mentorship Support.,Level 2 - Workshop,Entrepreneurship & Startup,,04-04-2025,04-04-2025,0,,40,3,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/5866-25052025102458-IC201810952.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/7508-25052025102458-IC201810952.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/3560-25052025102458-IC201810952.jpeg,0,,,"To train participants in B-Canvas, B- Plan creation and enhance pitching skills through competition",,"Learn to design effective business models, craft compelling business plans and develop confident startup pitching skills",,0,0,https://www.instagram.com/p/DG_JOXDoY0y/?igsh=MWMxbzduY3BqcWY5aA==,,,,,25-05-2025 15:54,,2024-25,8,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
352969,IC201810480,C24-25240851,Submitted,0,,Quarter II,,,,2024-25,1,Organizing Innovation & Entrepreneurship Outreach Program in Schools by engaging active Atal Tinkering Labs and School Innovation Council (SIC),Level 1 - Exposure Visit,Entrepreneurship & Startup,,02/24/2025,02/24/2025,0,,25,5,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/3764-28052025020351-IC201810480.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1336-28052025020351-IC201810480.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/1214-28052025020351-IC201810480.jpeg,0,,,The visiting team introduced the students to various government initiatives such as Atal Innovation,,he active participation of students and their inquisitive responses reflected a strong potential to nurture a future generation of innovators,,0,0,0,,,,,28-05-2025 07:33,,2024-25,4,,submitted,,0,,55,Rejected,Expert details present: Expert details not found in PDF; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); Banner/Poster visible: Banner or poster not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image identical to submission 352969 (SHA256 match)
353105,IC201810891,C24-25245996,Submitted,0,,Quarter III,,,,2024-25,1,Workshop on Prototype/Process Design and Development,Level 1 - Expert Talk,Innovation & Design Thinking,,04/24/2025,04/24/2025,0,,35,4,,,,,offline,"As part of the NSS camp Prayan 25, a workshop on Prototype/Process Design and Development was conducted by Dr. Sanal Dev, HOD, Department of Pharmaceutical Chemistry, on 24th April 2025 from 1:00 to 2:00 PM. The session provided valuable insights into innovation, design thinking, and product dev",,,uploads-2024-25/institutes/monthlyReport/report/9670-28052025083627-IC201810891.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/3994-28052025083627-IC201810891.png,uploads-2024-25/institutes/monthlyReport/Photograph2/5402-28052025083627-IC201810891.png,0,,,"To highlight the ethical responsibilities of entrepreneurs, particularly in the healthcare",,"Learned about the legal procedures involved in starting a business, including registration, licensing, and intellectual property rights",,0,0,"As part of the NSS camp Prayan 25, a workshop on Prototype/Process Design and Development was conducted by Dr. Sanal Dev, HOD, Department of Pharmaceutical Chemistry, on 24th April 2025 from 1:00 to 2:00 PM. The session provided valuable insights into innovation, design thinking, and product dev",,,,,28-05-2025 14:06,,2024-25,1,,submitted,,0,,59,Rejected,"Title/Objectives/Learning align to theme: Content does not match canonical event title. Expected: ""Level 1 - Expert Talk - on Innovation & Design Thinking"". Observed: ""Workshop on Prototype/Process Design and Development"". Reason: Content does not semantically align with declared theme; Level matches duration: Level or Duration missing/invalid. Level: , Duration: 1.0h; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; 20+ participants visible: 20+ participants not visible in images"
353123,IC201810138,C24-25245998,Submitted,0,,Quarter III,,,,2024-25,1,Session/ Workshop on Business Model Canvas (BMC),Level 1 - Expert Talk,Entrepreneurship & Startup,,03/22/2025,03/22/2025,0,0,38,2,1200,,,nil,online,https://youtu.be/PeExeWdEFfM,,,uploads-2024-25/institutes/monthlyReport/report/2517-28052025091409-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9350-28052025091409-IC201810138.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/6866-28052025091409-IC201810138.jpeg,0,,,To encourage participants to build business models around real customer needs and market demands.,,"	Ability to critically assess and iterate business models based on feedback and market fit.",,0,https://www.facebook.com/photo/?fbid=1229894478841112&set=pcb.1229894682174425,0,,,,,28-05-2025 14:44,,2024-25,2,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF title does not match expected: Session/ Workshop on Business Model Canvas (BMC); Expert details present: Expert details not found in PDF; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); 20+ participants visible: 20+ participants not visible in images
353126,IC201810138,C24-25245996,Submitted,0,,Quarter III,,,,2024-25,1,Workshop on Prototype/Process Design and Development,Level 1 - Expert Talk,Innovation & Design Thinking,,04-03-2025,04-03-2025,0,0,40,2,2000,,,nil,online,https://youtu.be/pXexyFLn54U,,,uploads-2024-25/institutes/monthlyReport/report/5621-28052025091839-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/6808-28052025091839-IC201810138.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/8425-28052025091839-IC201810138.jpeg,0,,,To enable participants to create low- and high-fidelity prototypes using modern tools and materials.,,"	Participants will be able to create functional prototypes that demonstrate product or process concepts.",,0,https://www.facebook.com/photo/?fbid=1229885658841994&set=pcb.1229885942175299,0,,,,,28-05-2025 14:48,,2024-25,2,,submitted,,0,,56,Rejected,PDF title matches metadata: PDF title does not match expected: Workshop on Prototype/Process Design and Development; Expert details present: Expert details not found in PDF; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); Banner/Poster visible: Banner or poster not visible in images; 20+ participants visible: 20+ participants not visible in images
353128,IC201810138,C24-25246003,Submitted,0,,Quarter III,,,,2024-25,1,Session on How to plan for Start-up and legal & Ethical Steps,Level 1 - Expert Talk,Entrepreneurship & Startup,,03-10-2025,03-10-2025,0,0,45,4,2300,,,nil,online,https://youtu.be/OBUwHmBz0gE,,,uploads-2024-25/institutes/monthlyReport/report/2117-28052025092121-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/5967-28052025092121-IC201810138.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/5867-28052025092121-IC201810138.jpeg,0,,,"Meet all legal requirements such as business registration, tax filings, labour laws, and licenses.",,"Business is properly registered and can legally operate, enter contracts, and raise funds.",,0,https://www.facebook.com/photo/?fbid=1229883192175574&set=pcb.1229884055508821,0,,,,,28-05-2025 14:51,,2024-25,2,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF title does not match expected: Session on How to plan for Start-up and legal & Ethical Steps; Expert details present: Expert details not found in PDF; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); 20+ participants visible: 20+ participants not visible in images
353130,IC201810138,C24-25246004,Submitted,0,,Quarter III,,,,2024-25,1,Workshop on Intellectual Property Rights (IPRs) and IP management for start up,Level 1 - Expert Talk,IPR & Technology Transfer,,03/18/2025,03/18/2025,0,0,42,3,2000,,,nil,online,https://youtu.be/bybz470fWPc,,,uploads-2024-25/institutes/monthlyReport/report/5455-28052025092446-IC201810138.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1212-28052025092446-IC201810138.jpeg,uploads-2024-25/institutes/monthlyReport/Photograph2/8105-28052025092446-IC201810138.jpeg,0,,,"Safe guard novel ideas, products, or technologies from unauthorized use.",,A roadmap aligning IP assets with business goals and go-to-market strategies.,,0,https://www.facebook.com/photo/?fbid=1229884275508799&set=pcb.1229884728842087,0,,,,,28-05-2025 14:54,,2024-25,2,,submitted,,0,,58,Rejected,PDF title matches metadata: PDF title does not match expected: Workshop on Intellectual Property Rights (IPRs) and IP management for start up; Expert details present: Expert details not found in PDF; Learning outcomes align: Learning outcomes in PDF do not align with expected outcomes; Objectives match: Objectives in PDF do not match expected objectives; Participant info matches: PDF participant information does not match expected (needs 20+ participants); 20+ participants visible: 20+ participants not visible in images
353289,IC201810635,C24-25246026,Submitted,0,,Quarter III,,,,2024-25,1,Workshop on Raising Capital and Managing Finance for Startups,Level 2 - Workshop,Entrepreneurship & Startup,,05/22/2025,05/22/2025,0,3,71,15,,,,,offline,,,,uploads-2024-25/institutes/monthlyReport/report/6782-29052025053348-IC201810635.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/9255-29052025053347-IC201810635.jpg,uploads-2024-25/institutes/monthlyReport/Photograph2/3768-29052025053348-IC201810635.jpg,0,,,To educate participants on effective strategies for securing startup funding and managing finances.,,"Participants gained practical insights into capital raising, budgeting, and financial planning crucial for startup success.",,0,0,https://www.instagram.com/p/DJ3ui8MugV3/?igsh=c3A0NjA0d3I2dm90,,,,,29-05-2025 11:03,,2024-25,6,,submitted,,https://www.linkedin.com/posts/dpu-physiotherapy_dpupune-dpu- dpuphysiotherapy-activity-7330527663364698112- iM0w?utm_source=share&amp;utm_medium=member_ios&amp;rcm=ACoAAAdNMDcB 8QMv3IlRm5tkYYdZVrgx7WOQAMQ,,58,Rejected,PDF title matches metadata: PDF text not extracted; Expert details present: PDF text not extracted; Learning outcomes align: PDF text not extracted; Objectives match: PDF text not extracted; Participant info matches: PDF text not extracted; 20+ participants visible: 20+ participants not visible in images
353535,IC201810789,C24-25246007,Submitted,0,,Quarter III,,,,2024-25,1,Organize an Inter/Intra Institutional Business Plan Competition and Reward the Best Innovations and deposition in the Institutions YUKTI Innovation Repository,Level 3 - Competition/Hacakthon,Entrepreneurship & Startup,,04/24/2025,04/25/2025,1,30,150,0,18000,,,Competition,offline,,,,uploads-2024-25/institutes/monthlyReport/report/7967-29052025131655-IC201810789.pdf,uploads-2024-25/institutes/monthlyReport/Photograph1/1778-29052025131655-IC201810789.png,uploads-2024-25/institutes/monthlyReport/Photograph2/9055-29052025131655-IC201810789.png,0,,,"It aims to encourage innovation, develop entrepreneurial skills, and foster collaboration",,"Provide a platform for students to showcase their entrepreneurial talents, develop business plans, and gain valuable feedback from mentors.",,0,0,0,,,,,29-05-2025 18:46,,2024-25,18,,submitted,,0,,53,Rejected,"Expert details present: Expert details not found in PDF; Event scene is real activity: Image does not depict a real event activity; Event mode matches (online/offline): Event mode in image does not match specified mode: offline; 20+ participants visible: 20+ participants not visible in images; Duplicate photo detection (filesystem): Duplicate Check: Image similar to file in directory (pHash match (similarity score: 4.0)): C:\Users\jib54\Downloads\MIC\MIC\downloaded_files\9163-03032025054744-IC201810789.png; Image similar to submission 324217 (pHash distance: 4, threshold: 5)"
